FIPS,in_Co_190,period,Yield_bu_ac,Prod_g_m2,PPT_wy,Tmax_gs,_90FDays,Pcnt_Cropland_abnd,Grassland,Eros_pct,disturb_min,sand_wt_mean,sandvf_wt_mean,silt_wt_mean,disturbed_wt_mean
19107,yes,predrought,39,485.6604572,920.6161311,25.35722916,1,1.714063649,Tallgrass Prairie,87.69948311,51.27,20.00658625,8.539776246,53.75901943,56.7228002
19109,yes,drought,44,547.04055,689.3221188,25.13657304,2.125,5.556747801,Tallgrass Prairie,0,53.56,30.11209625,10.72387253,41.27655795,58.16582361
19109,yes,postdrought,50,633.820075,786.6327028,23.8476802,0.375,4.705688521,Tallgrass Prairie,0,53.56,30.11209625,10.72387253,41.27655795,58.16582361
19109,yes,predrought,37,464.3186572,689.5915954,24.52841187,0.428571429,0.695580581,Tallgrass Prairie,0,53.56,30.11209625,10.72387253,41.27655795,58.16582361
19111,yes,drought,35,433.897625,834.5237921,26.60396631,1.625,13.22028587,Tallgrass Prairie,58.5254116,41.86,25.87282625,9.300615179,46.49730071,52.92935552
19111,yes,postdrought,44,550.649825,945.7504635,25.54752527,0.125,6.652655344,Tallgrass Prairie,58.5254116,41.86,25.87282625,9.300615179,46.49730071,52.92935552
19111,yes,predrought,32,396.1683714,982.8415408,25.41343499,0.571428571,7.807602836,Tallgrass Prairie,58.5254116,41.86,25.87282625,9.300615179,46.49730071,52.92935552
19113,yes,drought,46,582.034825,782.9375986,25.2257193,1.5,10.02681841,Tallgrass Prairie,41.45011229,40,22.02077788,7.904466713,52.20841307,55.81255851
19113,yes,postdrought,54,677.916,902.6652744,24.41397587,0.25,2.198850557,Tallgrass Prairie,41.45011229,40,22.02077788,7.904466713,52.20841307,55.81255851
19113,yes,predrought,39,493.9102286,862.0963282,24.8059549,0.571428571,1.41866201,Tallgrass Prairie,41.45011229,40,22.02077788,7.904466713,52.20841307,55.81255851
19115,yes,drought,43,535.585025,799.5506146,26.16137296,1.25,23.77429861,Tallgrass Prairie,25.69967457,37.03,21.7308105,8.190430264,52.22891853,54.05025019
19115,yes,postdrought,54,675.562125,899.9906766,25.14825,0.25,5.939656137,Tallgrass Prairie,25.69967457,37.03,21.7308105,8.190430264,52.22891853,54.05025019
19115,yes,predrought,38,482.9703143,926.4646598,24.97947539,0.571428571,6.292480479,Tallgrass Prairie,25.69967457,37.03,21.7308105,8.190430264,52.22891853,54.05025019
19117,yes,drought,30,374.579975,739.5947157,26.78774621,1.5,12.75879307,Tallgrass Prairie,99.46605625,51.87,26.12305605,9.554127025,47.24596769,56.93593554
19117,yes,postdrought,38,479.5628,923.7669323,25.48721214,0.375,10.14858881,Tallgrass Prairie,99.46605625,51.87,26.12305605,9.554127025,47.24596769,56.93593554
19117,yes,predrought,33,418.7655714,890.2597182,25.3814762,0.428571429,1.843140872,Tallgrass Prairie,99.46605625,51.87,26.12305605,9.554127025,47.24596769,56.93593554
19119,yes,drought,34,432.956075,598.8235643,25.41397772,2.5,5.802207714,Tallgrass Prairie,78.72286012,55.23,11.04492852,4.794220193,56.3707749,64.62579412
19119,yes,postdrought,47,592.5488,716.7585022,24.05547525,0.5,4.399695284,Tallgrass Prairie,78.72286012,55.23,11.04492852,4.794220193,56.3707749,64.62579412
19119,yes,predrought,32,400.2932572,621.1332106,24.90751344,1.714285714,0.207701963,Tallgrass Prairie,78.72286012,55.23,11.04492852,4.794220193,56.3707749,64.62579412
19121,yes,drought,37,467.95035,694.4558378,26.78038355,2.375,30.57329562,Tallgrass Prairie,99.9941042,57.31,20.1522349,9.170790738,48.82106129,63.14824844
19121,yes,postdrought,47,587.21335,883.868381,25.03903124,0.25,6.272050419,Tallgrass Prairie,99.9941042,57.31,20.1522349,9.170790738,48.82106129,63.14824844
19121,yes,predrought,38,480.4595143,798.4204383,25.68626624,0.571428571,2.909486204,Tallgrass Prairie,99.9941042,57.31,20.1522349,9.170790738,48.82106129,63.14824844
19123,yes,drought,42,528.20955,752.6841335,26.54641192,1.875,19.43751819,Tallgrass Prairie,75.55882137,51.27,19.221156,8.613656365,53.81513191,57.83825103
19123,yes,postdrought,52,657.986525,904.256122,25.36557101,0.375,3.801472593,Tallgrass Prairie,75.55882137,51.27,19.221156,8.613656365,53.81513191,57.83825103
19123,yes,predrought,40,503.5947429,906.5723211,25.36717208,0.857142857,0.937256634,Tallgrass Prairie,75.55882137,51.27,19.221156,8.613656365,53.81513191,57.83825103
19125,yes,drought,38,477.6797,736.2261647,26.65776704,2.125,16.04607713,Tallgrass Prairie,82.19596897,55.06,18.51621761,8.529351196,51.76618656,57.69040976
19125,yes,postdrought,48,596.62885,902.2757664,25.63280114,0.875,4.4242459,Tallgrass Prairie,82.19596897,55.06,18.51621761,8.529351196,51.76618656,57.69040976
19125,yes,predrought,36,453.3787429,854.8917045,25.40510714,0.428571429,3.07518662,Tallgrass Prairie,82.19596897,55.06,18.51621761,8.529351196,51.76618656,57.69040976
19127,yes,drought,51,645.118675,758.1746025,25.59105397,2.5,7.067927624,Tallgrass Prairie,46.7320481,51.43,10.95668988,5.204352663,61.21251836,58.93098757
19127,yes,postdrought,61,759.517,902.4284377,24.68776138,1,3.67499695,Tallgrass Prairie,46.7320481,51.43,10.95668988,5.204352663,61.21251836,58.93098757
19127,yes,predrought,43,538.9252857,806.9568509,24.93313638,1.142857143,1.633709735,Tallgrass Prairie,46.7320481,51.43,10.95668988,5.204352663,61.21251836,58.93098757
19129,yes,drought,34,421.1867,648.0589853,27.8219384,2.875,12.82248749,Tallgrass Prairie,67.37594914,46.5,9.662610881,5.008721124,62.42649621,58.4381111
19129,yes,postdrought,48,603.376625,856.0748549,26.0643732,1.25,14.42910845,Tallgrass Prairie,67.37594914,46.5,9.662610881,5.008721124,62.42649621,58.4381111
19129,yes,predrought,40,498.7524857,788.3647413,26.2810062,1.142857143,2.040223664,Tallgrass Prairie,67.37594914,46.5,9.662610881,5.008721124,62.42649621,58.4381111
19131,yes,drought,42,532.760375,737.9366398,24.10494481,1.75,6.900884836,Tallgrass Prairie,0,42.87,27.65312238,8.878596922,46.34349896,54.60853904
19131,yes,postdrought,48,600.0812,833.0642038,23.36226947,0.125,1.451578831,Tallgrass Prairie,0,42.87,27.65312238,8.878596922,46.34349896,54.60853904
19131,yes,predrought,32,407.6463143,751.3988871,23.49546568,0.142857143,1.408841311,Tallgrass Prairie,0,42.87,27.65312238,8.878596922,46.34349896,54.60853904
19133,yes,drought,32,402.198775,585.3547738,27.04307858,3,26.66956765,Tallgrass Prairie,44.42296006,46.5,10.24796171,5.119704277,59.66629371,61.61053583
19133,yes,postdrought,46,572.305475,734.4270355,25.63097619,0.875,14.05516772,Tallgrass Prairie,44.42296006,46.5,10.24796171,5.119704277,59.66629371,61.61053583
19133,yes,predrought,37,463.7806286,677.6404625,25.69365171,0.714285714,4.680356716,Tallgrass Prairie,44.42296006,46.5,10.24796171,5.119704277,59.66629371,61.61053583
19135,yes,drought,31,384.7801,747.9407577,26.77398105,1.5,28.3732131,Tallgrass Prairie,79.29486609,51.87,26.36423798,9.540842169,47.14857933,56.7595385
19135,yes,postdrought,39,489.29215,927.0570834,25.42761364,0,6.677671536,Tallgrass Prairie,79.29486609,51.87,26.36423798,9.540842169,47.14857933,56.7595385
19135,yes,predrought,34,432.3956286,921.2937223,25.40663636,0.857142857,3.548101028,Tallgrass Prairie,79.29486609,51.87,26.36423798,9.540842169,47.14857933,56.7595385
19137,yes,drought,36,449.11935,690.4589396,27.38173106,2.5,13.34353525,Tallgrass Prairie,79.32268723,55.54,10.82386043,5.200983394,59.48959897,61.88805573
19137,yes,postdrought,49,612.94905,883.9865524,25.45348485,0.25,9.466787838,Tallgrass Prairie,79.32268723,55.54,10.82386043,5.200983394,59.48959897,61.88805573
19137,yes,predrought,41,511.3064857,839.1543941,26.13034201,0.571428571,2.193858495,Tallgrass Prairie,79.32268723,55.54,10.82386043,5.200983394,59.48959897,61.88805573
19139,yes,drought,46,574.9732,798.7221613,26.04291787,1.5,16.35984299,Tallgrass Prairie,30.02910461,37.03,17.55257808,6.542964685,55.98313924,54.63539714
19139,yes,postdrought,58,726.091975,897.7000361,25.09901786,0.25,4.753424105,Tallgrass Prairie,30.02910461,37.03,17.55257808,6.542964685,55.98313924,54.63539714
19139,yes,predrought,39,492.4754857,913.6158374,25.10058774,0.285714286,4.568812832,Tallgrass Prairie,30.02910461,37.03,17.55257808,6.542964685,55.98313924,54.63539714
19141,yes,drought,46,576.699375,650.1681106,25.39840624,2.25,4.029711056,Tallgrass Prairie,90.55812424,54.4,9.610082372,5.446422411,55.04371586,70.91727715
19141,yes,postdrought,52,652.1803,746.8118323,24.06935227,0.375,3.01908331,Tallgrass Prairie,90.55812424,54.4,9.610082372,5.446422411,55.04371586,70.91727715
19141,yes,predrought,38,482.7909714,660.9521591,24.76340908,1.142857143,0.273301394,Tallgrass Prairie,90.55812424,54.4,9.610082372,5.446422411,55.04371586,70.91727715
19143,yes,drought,41,519.42175,633.4897352,24.70973485,2,4.405811029,Tallgrass Prairie,32.83339702,54.03,23.24165404,8.503405192,45.24384819,62.22768503
19143,yes,postdrought,47,591.764175,737.8254735,23.3975341,0.375,2.345057764,Tallgrass Prairie,32.83339702,54.03,23.24165404,8.503405192,45.24384819,62.22768503
19143,yes,predrought,35,436.1618286,647.5172293,24.20812553,0.857142857,0.232933801,Tallgrass Prairie,32.83339702,54.03,23.24165404,8.503405192,45.24384819,62.22768503
19145,yes,drought,33,418.6759,699.1231672,27.31323863,2.25,12.80032314,Tallgrass Prairie,82.37856771,55.54,14.56884964,6.89685753,55.02490011,63.20324792
19145,yes,postdrought,47,592.391875,882.0009236,25.66296022,0.125,6.614810173,Tallgrass Prairie,82.37856771,55.54,14.56884964,6.89685753,55.02490011,63.20324792
19145,yes,predrought,38,474.3618572,866.6729385,26.19825974,1.428571429,8.208381824,Tallgrass Prairie,82.37856771,55.54,14.56884964,6.89685753,55.02490011,63.20324792
19147,yes,drought,43,545.78515,683.9051173,25.39138804,2.5,8.146124007,Tallgrass Prairie,1.18418947,53.56,30.95807321,10.95380477,41.30216938,56.90273354
19147,yes,postdrought,51,640.254,772.1459769,23.99636719,0.625,4.998305078,Tallgrass Prairie,1.18418947,53.56,30.95807321,10.95380477,41.30216938,56.90273354
19147,yes,predrought,35,434.7270857,683.9690326,24.8314375,1,0.702136939,Tallgrass Prairie,1.18418947,53.56,30.95807321,10.95380477,41.30216938,56.90273354
19149,yes,drought,33,410.20195,597.2670772,25.98861691,2.375,11.47198006,Tallgrass Prairie,97.29662111,46.5,9.192480397,5.59436493,60.43523913,62.76824608
19149,yes,postdrought,46,581.720975,698.081205,24.83381835,0.5,9.05019809,Tallgrass Prairie,97.29662111,46.5,9.192480397,5.59436493,60.43523913,62.76824608
19149,yes,predrought,32,402.9834,636.3367422,25.23282631,0.857142857,0.438945316,Tallgrass Prairie,97.29662111,46.5,9.192480397,5.59436493,60.43523913,62.76824608
19151,yes,drought,47,586.58565,689.520846,25.62617425,2.5,7.671142756,Tallgrass Prairie,0,53.56,29.71996392,11.01573596,42.52582311,57.80705405
19151,yes,postdrought,53,663.79275,781.4711867,24.33014395,0.75,6.639001206,Tallgrass Prairie,0,53.56,29.71996392,11.01573596,42.52582311,57.80705405
19151,yes,predrought,37,461.2698286,699.7991484,24.89696103,0.857142857,0.372617014,Tallgrass Prairie,0,53.56,29.71996392,11.01573596,42.52582311,57.80705405
19153,yes,drought,45,566.028475,719.5150628,26.38025,2.375,12.86978814,Tallgrass Prairie,43.86559,51.43,27.64012698,10.05307125,43.73439194,56.15046895
19153,yes,postdrought,55,689.2146,894.6405048,25.11932323,0.25,6.099253288,Tallgrass Prairie,43.86559,51.43,27.64012698,10.05307125,43.73439194,56.15046895
19153,yes,predrought,41,514.8933429,800.0604905,25.46743146,1.142857143,2.155066919,Tallgrass Prairie,43.86559,51.43,27.64012698,10.05307125,43.73439194,56.15046895
19155,yes,drought,33,410.986575,624.3826065,27.45867926,3,10.95571745,Tallgrass Prairie,83.22280631,46.5,9.419706917,5.080091892,63.56718314,57.00939049
19155,yes,postdrought,51,641.19555,826.5011021,25.66589637,1.375,7.666967749,Tallgrass Prairie,83.22280631,46.5,9.419706917,5.080091892,63.56718314,57.00939049
19155,yes,predrought,42,521.7083714,761.7925565,25.84757706,0.571428571,2.050884983,Tallgrass Prairie,83.22280631,46.5,9.419706917,5.080091892,63.56718314,57.00939049
19157,yes,drought,47,593.1765,753.9199875,26.09339897,2.125,10.65580472,Tallgrass Prairie,92.15376514,51.27,13.94331877,6.766890617,58.17117723,59.18351856
19157,yes,postdrought,55,691.7254,902.9858713,25.03177021,0.375,2.659422634,Tallgrass Prairie,92.15376514,51.27,13.94331877,6.766890617,58.17117723,59.18351856
19157,yes,predrought,43,536.4144857,870.5401155,25.3340866,1.142857143,1.173786296,Tallgrass Prairie,92.15376514,51.27,13.94331877,6.766890617,58.17117723,59.18351856
19159,yes,drought,26,331.4256,727.1066474,26.74048296,1.375,29.35443046,Tallgrass Prairie,92.67755964,51.87,26.04664875,9.356886193,45.43712376,60.53405758
19159,yes,postdrought,39,485.996725,897.7788633,25.12402558,0,14.63195691,Tallgrass Prairie,92.67755964,51.87,26.04664875,9.356886193,45.43712376,60.53405758
19159,yes,predrought,32,406.7496,888.4311854,25.64391233,0.571428571,2.98190741,Tallgrass Prairie,92.67755964,51.87,26.04664875,9.356886193,45.43712376,60.53405758
19161,yes,drought,42,524.600275,661.2380024,25.87294586,2.25,7.322708287,Tallgrass Prairie,48.76700965,53.12,18.56755396,7.771248683,50.09255844,63.71323773
19161,yes,postdrought,56,698.787025,787.7088272,24.54875515,0.875,5.816917909,Tallgrass Prairie,48.76700965,53.12,18.56755396,7.771248683,50.09255844,63.71323773
19161,yes,predrought,40,496.4210286,702.1134019,24.79716053,0.857142857,0.640500513,Tallgrass Prairie,48.76700965,53.12,18.56755396,7.771248683,50.09255844,63.71323773
19163,yes,drought,51,634.133925,812.5720725,25.41702633,1.625,10.48544566,Tallgrass Prairie,46.55527204,40,11.60341062,5.287981156,60.64702555,56.7816843
19163,yes,postdrought,63,787.44965,889.0100493,24.51619406,0.25,2.616458273,Tallgrass Prairie,46.55527204,40,11.60341062,5.287981156,60.64702555,56.7816843
19163,yes,predrought,46,575.6905714,894.6456013,24.83453007,0.571428571,2.754763307,Tallgrass Prairie,46.55527204,40,11.60341062,5.287981156,60.64702555,56.7816843
19165,yes,drought,37,459.79025,624.6289018,26.63677273,3.125,7.567796541,Tallgrass Prairie,93.14386746,50.84,9.602933721,4.802800929,62.8133726,58.62664143
19165,yes,postdrought,59,734.565925,800.3968307,24.91072981,0.625,7.763695913,Tallgrass Prairie,93.14386746,50.84,9.602933721,4.802800929,62.8133726,58.62664143
19165,yes,predrought,43,535.6971143,730.7855699,25.19311977,1.142857143,1.432796607,Tallgrass Prairie,93.14386746,50.84,9.602933721,4.802800929,62.8133726,58.62664143
19167,yes,drought,38,482.7013,606.893176,25.71619261,2.75,5.981757591,Tallgrass Prairie,91.24858241,53.12,9.908136741,5.387436245,56.24620737,68.43403748
19167,yes,postdrought,52,648.4141,716.3030839,24.59479919,0.375,3.842272615,Tallgrass Prairie,91.24858241,53.12,9.908136741,5.387436245,56.24620737,68.43403748
19167,yes,predrought,34,429.3468,637.0941217,25.11204684,0.714285714,0.417515222,Tallgrass Prairie,91.24858241,53.12,9.908136741,5.387436245,56.24620737,68.43403748
19169,yes,drought,49,621.10915,735.6369008,25.74254949,2.125,8.321791627,Tallgrass Prairie,14.87358795,51.43,31.45539969,11.09513681,41.49803123,57.07512342
19169,yes,postdrought,56,701.7686,890.7135547,24.57331251,0.25,4.494777794,Tallgrass Prairie,14.87358795,51.43,31.45539969,11.09513681,41.49803123,57.07512342
19169,yes,predrought,40,506.8229143,783.1759824,25.08440774,1,0.935550175,Tallgrass Prairie,14.87358795,51.43,31.45539969,11.09513681,41.49803123,57.07512342
19171,yes,drought,50,629.112325,755.3043752,25.54316817,2.125,8.227045459,Tallgrass Prairie,62.02328382,53.58,10.04677532,5.071769767,62.84355078,57.8796026
19171,yes,postdrought,58,732.996675,887.6678523,24.6098341,0.625,2.013856248,Tallgrass Prairie,62.02328382,53.58,10.04677532,5.071769767,62.84355078,57.8796026
19171,yes,predrought,43,540.5393714,836.6970515,24.96019221,1.142857143,1.592990418,Tallgrass Prairie,62.02328382,53.58,10.04677532,5.071769767,62.84355078,57.8796026
19173,yes,drought,29,357.789,715.2065342,27.09282385,1.75,19.97756449,Tallgrass Prairie,94.48572196,59.46,19.31792226,9.013563729,49.63909549,64.29938232
19173,yes,postdrought,41,513.14475,895.5858231,25.23130113,0.125,8.129054903,Tallgrass Prairie,94.48572196,59.46,19.31792226,9.013563729,49.63909549,64.29938232
19173,yes,predrought,31,394.0162572,880.0145782,26.08889935,0.571428571,6.091332357,Tallgrass Prairie,94.48572196,59.46,19.31792226,9.013563729,49.63909549,64.29938232
19175,yes,drought,31,391.0571,698.3201892,26.67556821,1.75,25.79093035,Tallgrass Prairie,100,56.05,20.63849701,9.094194172,49.05792945,63.17180381
19175,yes,postdrought,44,551.905225,880.7364194,25.02793183,0.25,7.489506927,Tallgrass Prairie,100,56.05,20.63849701,9.094194172,49.05792945,63.17180381
19175,yes,predrought,31,395.0923143,830.7072942,25.63725976,0.857142857,2.856003414,Tallgrass Prairie,100,56.05,20.63849701,9.094194172,49.05792945,63.17180381
19177,yes,drought,33,410.672725,806.1583762,27.03726945,1.25,16.20628982,Tallgrass Prairie,70.44358346,51.87,27.46222658,9.783876708,47.96708281,54.30567463
19177,yes,postdrought,42,531.0342,925.2576295,25.90738312,0,7.400531211,Tallgrass Prairie,70.44358346,51.87,27.46222658,9.783876708,47.96708281,54.30567463
19177,yes,predrought,28,356.7129429,979.4976801,25.61670499,0.571428571,6.106652666,Tallgrass Prairie,70.44358346,51.87,27.46222658,9.783876708,47.96708281,54.30567463
19179,yes,drought,38,470.931925,769.375398,26.99267804,2,19.99884666,Tallgrass Prairie,67.43148069,51.27,24.74545128,9.46997187,49.33958908,56.34689048
19179,yes,postdrought,46,574.816275,927.8567242,25.71945457,0.5,6.115763245,Tallgrass Prairie,67.43148069,51.27,24.74545128,9.46997187,49.33958908,56.34689048
19179,yes,predrought,33,416.6134572,950.0540913,25.59165369,1.428571429,5.080469519,Tallgrass Prairie,67.43148069,51.27,24.74545128,9.46997187,49.33958908,56.34689048
19181,yes,drought,37,469.83345,725.4237364,26.74540624,2.375,25.95385955,Tallgrass Prairie,89.21077065,51.87,17.97781944,8.638454267,52.73887402,60.99565117
19181,yes,postdrought,46,577.79785,912.4201134,25.44900568,0.625,5.562787817,Tallgrass Prairie,89.21077065,51.87,17.97781944,8.638454267,52.73887402,60.99565117
19181,yes,predrought,35,439.0313143,826.3559258,25.5356526,0.571428571,4.270000547,Tallgrass Prairie,89.21077065,51.87,17.97781944,8.638454267,52.73887402,60.99565117
19183,yes,drought,47,595.0596,785.3803737,26.47343105,2.25,20.15754225,Tallgrass Prairie,59.74305082,51.27,20.49077801,8.91691913,52.89214026,57.33020713
19183,yes,postdrought,56,705.064025,900.1965232,25.32979886,0.625,3.406748231,Tallgrass Prairie,59.74305082,51.27,20.49077801,8.91691913,52.89214026,57.33020713
19183,yes,predrought,42,527.6266857,935.7161084,25.28237767,0.714285714,1.254689168,Tallgrass Prairie,59.74305082,51.27,20.49077801,8.91691913,52.89214026,57.33020713
19185,yes,drought,27,338.801075,756.2260371,26.60921875,1.25,19.34333705,Tallgrass Prairie,99.95097565,52.67,27.7089862,9.737124873,46.48759474,56.12214428
19185,yes,postdrought,35,444.4116,938.9652983,25.32559659,0,10.87638683,Tallgrass Prairie,99.95097565,52.67,27.7089862,9.737124873,46.48759474,56.12214428
19185,yes,predrought,32,406.7496,937.4695781,25.22903247,0.285714286,4.204819407,Tallgrass Prairie,99.95097565,52.67,27.7089862,9.737124873,46.48759474,56.12214428
19187,yes,drought,47,593.019575,709.178709,25.77770249,2.625,5.860835759,Tallgrass Prairie,15.79399603,51.43,30.53214781,11.01424676,41.68467655,57.58062853
19187,yes,postdrought,52,649.0418,816.3575,24.4323471,0.5,6.012905011,Tallgrass Prairie,15.79399603,51.43,30.53214781,11.01424676,41.68467655,57.58062853
19187,yes,predrought,38,472.9271143,735.5160685,25.02306731,1,0.500378761,Tallgrass Prairie,15.79399603,51.43,30.53214781,11.01424676,41.68467655,57.58062853
19189,yes,drought,43,539.822,709.1983143,24.61903409,2,4.327926905,Tallgrass Prairie,17.04053522,54.03,29.98042501,10.63963005,40.37127751,56.38715358
19189,yes,postdrought,50,623.149175,816.9350567,23.49742425,0.125,3.995450753,Tallgrass Prairie,17.04053522,54.03,29.98042501,10.63963005,40.37127751,56.38715358
19189,yes,predrought,37,462.3458857,714.643961,23.98033765,0.285714286,1.639200272,Tallgrass Prairie,17.04053522,54.03,29.98042501,10.63963005,40.37127751,56.38715358
19191,yes,drought,41,516.754025,757.3179998,24.14166667,1.125,3.959888508,Tallgrass Prairie,79.45843969,0,17.45425416,7.274937932,55.38517628,49.16873002
19191,yes,postdrought,51,636.330875,857.1515624,23.47430001,0,2.058901634,Tallgrass Prairie,79.45843969,0,17.45425416,7.274937932,55.38517628,49.16873002
19191,yes,predrought,39,486.3778286,778.6340951,23.34295475,0,1.23444086,Tallgrass Prairie,79.45843969,0,17.45425416,7.274937932,55.38517628,49.16873002
19193,yes,drought,31,386.820125,585.4450485,26.30226612,2.25,17.56164753,Tallgrass Prairie,71.7925067,46.5,9.579803304,5.46783041,62.98144278,57.92569604
19193,yes,postdrought,45,566.1854,705.3239676,24.98685485,0.375,11.76,Tallgrass Prairie,71.7925067,46.5,9.579803304,5.46783041,62.98144278,57.92569604
19193,yes,predrought,34,432.3956286,647.1330321,25.31567743,0.857142857,8.353414491,Tallgrass Prairie,71.7925067,46.5,9.579803304,5.46783041,62.98144278,57.92569604
19195,yes,drought,43,537.9389,729.875521,24.12286112,1.625,6.871756644,Tallgrass Prairie,8.988471873,52.27,29.53702999,9.724440661,42.95518261,55.00111408
19195,yes,postdrought,48,601.02275,845.5148786,23.12367707,0.125,2.943586075,Tallgrass Prairie,8.988471873,52.27,29.53702999,9.724440661,42.95518261,55.00111408
19195,yes,predrought,34,423.7871714,742.7317461,23.53728571,0.285714286,1.455601564,Tallgrass Prairie,8.988471873,52.27,29.53702999,9.724440661,42.95518261,55.00111408
19197,yes,drought,46,578.1117,715.4562627,25.43256566,2.375,7.853158998,Tallgrass Prairie,9.424430144,53.56,30.82831672,10.55279553,40.74166694,59.10673217
19197,yes,postdrought,54,678.700625,805.7146972,24.10080303,1,5.304797609,Tallgrass Prairie,9.424430144,53.56,30.82831672,10.55279553,40.74166694,59.10673217
19197,yes,predrought,39,488.8886286,729.4961185,24.67577202,0.428571429,1.164043594,Tallgrass Prairie,9.424430144,53.56,30.82831672,10.55279553,40.74166694,59.10673217
31001,yes,drought,5,64.0254,467.533764,28.56616762,3.875,66.89422311,Southern Mixed Grasslands,16.60407872,28.55,22.47800386,8.436660222,57.60599636,47.60495626
31001,yes,postdrought,23,284.66195,654.6410796,26.29931253,1.25,16.46015665,Southern Mixed Grasslands,16.60407872,28.55,22.47800386,8.436660222,57.60599636,47.60495626
31001,yes,predrought,19,239.9607429,585.3485554,26.75397078,2,1.137330244,Southern Mixed Grasslands,16.60407872,28.55,22.47800386,8.436660222,57.60599636,47.60495626
31003,yes,drought,14,176.540625,487.5298076,26.97762238,2.625,32.87262799,Northern Mixed Grasslands,26.96947361,28.73,58.3242416,15.19408713,28.19514831,40.27374445
31003,yes,postdrought,25,317.459275,623.2791961,25.31684266,1,13.46980454,Northern Mixed Grasslands,26.96947361,28.73,58.3242416,15.19408713,28.19514831,40.27374445
31003,yes,predrought,21,268.6556,586.0174524,26.03121879,1.714285714,2.493157811,Northern Mixed Grasslands,26.96947361,28.73,58.3242416,15.19408713,28.19514831,40.27374445
31005,yes,drought,9,109.53365,396.5396204,26.68440401,0.75,13.12924537,Northern Mixed Grasslands,0,24.02,91.28405544,16.05925453,4.386520196,33.23454275
31005,yes,postdrought,16,195.685475,491.2276565,25.293625,1.125,7.249316012,Northern Mixed Grasslands,0,24.02,91.28405544,16.05925453,4.386520196,33.23454275
31005,yes,predrought,14,178.9841714,483.3419007,25.46185203,1.714285714,7.18647602,Northern Mixed Grasslands,0,24.02,91.28405544,16.05925453,4.386520196,33.23454275
31007,yes,drought,8,102.3151,342.661038,26.19436831,2.125,61.19650185,Northern Mixed Grasslands,95.55900523,26.43,57.99334953,27.53439852,24.94109702,37.34519326
31007,yes,postdrought,15,190.1931,428.5595314,24.77673216,0.5,48.88682878,Northern Mixed Grasslands,95.55900523,26.43,57.99334953,27.53439852,24.94109702,37.34519326
31007,yes,predrought,17,214.6734,434.9521302,24.88007651,1.571428571,17.99143913,Northern Mixed Grasslands,95.55900523,26.43,57.99334953,27.53439852,24.94109702,37.34519326
31009,yes,drought,9,111.573675,442.3231474,26.78806696,2.25,25.00075236,Northern Mixed Grasslands,3.126075361,24.02,92.49553422,15.13322164,3.506836469,40.97156049
31009,yes,postdrought,14,181.876075,555.0318755,25.46143527,1.125,22.58450942,Northern Mixed Grasslands,3.126075361,24.02,92.49553422,15.13322164,3.506836469,40.97156049
31009,yes,predrought,14,176.8320572,536.9661989,25.9574107,2.428571429,7.169272361,Northern Mixed Grasslands,3.126075361,24.02,92.49553422,15.13322164,3.506836469,40.97156049
31011,yes,drought,8,102.62895,479.8688073,27.41633257,3.125,43.33664982,Southern Mixed Grasslands,76.56531922,25.38,21.1052108,6.790149698,56.16258108,53.33952922
31011,yes,postdrought,26,332.36715,621.6967435,25.84392431,1.5,21.55687981,Southern Mixed Grasslands,76.56531922,25.38,21.1052108,6.790149698,56.16258108,53.33952922
31011,yes,predrought,22,269.911,595.9184798,26.13506422,1.857142857,2.793473701,Southern Mixed Grasslands,76.56531922,25.38,21.1052108,6.790149698,56.16258108,53.33952922
31013,yes,drought,6,80.188675,339.2981748,25.46617045,1.5,51.40693567,Northern Mixed Grasslands,18.20300455,23.94,56.67354577,27.72147517,28.484168,38.31058629
31013,yes,postdrought,13,169.322075,445.2417756,24.16930115,0.25,45.45254137,Northern Mixed Grasslands,18.20300455,23.94,56.67354577,27.72147517,28.484168,38.31058629
31013,yes,predrought,16,197.9945143,443.2142857,24.38454545,0.571428571,10.38451292,Northern Mixed Grasslands,18.20300455,23.94,56.67354577,27.72147517,28.484168,38.31058629
31015,yes,drought,6,75.324,445.1280255,27.11671022,1.875,53.5371174,Northern Mixed Grasslands,30.40642248,25.71,24.7458428,7.333893458,41.00400587,67.87991407
31015,yes,postdrought,21,268.812525,588.3793181,25.62983521,1.125,9.772141996,Northern Mixed Grasslands,30.40642248,25.71,24.7458428,7.333893458,41.00400587,67.87991407
31015,yes,predrought,15,189.0273714,518.56026,26.28124352,1.571428571,0.882016294,Northern Mixed Grasslands,30.40642248,25.71,24.7458428,7.333893458,41.00400587,67.87991407
31017,yes,drought,8,101.0597,430.288408,26.80934454,2,44.96517709,Northern Mixed Grasslands,74.44701013,23.94,88.09245638,15.49522869,6.841403014,34.60207748
31017,yes,postdrought,16,198.66705,556.2938122,25.36769651,1.125,10.08880787,Northern Mixed Grasslands,74.44701013,23.94,88.09245638,15.49522869,6.841403014,34.60207748
31017,yes,predrought,13,168.2236,515.4913647,25.94029139,1.285714286,3.189373823,Northern Mixed Grasslands,74.44701013,23.94,88.09245638,15.49522869,6.841403014,34.60207748
31019,yes,drought,10,119.57685,450.8026976,28.12542928,2.375,69.90567253,Southern Mixed Grasslands,62.40833961,28.55,22.23157259,8.768597216,58.64228741,45.45034392
